"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SL.SRV.EMPL.ZS","服务业就业人员（占就业总数的百分比）","Employment is defined as persons above a specified age who performed any work at all, in the reference period, for pay or profit (or pay in kind), or were temporarily absent from a job for such reasons as illness, maternity or parental leave, holiday, training or industrial dispute. Services correspond to divisions 6-9 (ISIC revision 2) or tabulation categories G-P (ISIC revision 3) and include wholesale and retail trade and restaurants and hotels; transport, storage, and communications; financing, insurance, real estate, and business services; and community, social, and personal services.
","国际劳工组织的劳动力市场主要指标数据库。",
"SL.TLF.0714.FE.ZS","从事经济活动的女童（占 7-14 岁女童的比例）","从事经济活动的儿童指在调查期间的参照周内从事了至少一小时经济活动的儿童。","基于国际劳工组织 (ILO)、联合国儿童基金会 （UNICEF） 和世界银行的数据的“了解童工项目”",
"SL.TLF.0714.MA.ZS","从事经济活动的男童（占 7-14 岁男童的比例）","从事经济活动的儿童指在调查期间的参照周内从事了至少一小时经济活动的儿童。","基于国际劳工组织 (ILO)、联合国儿童基金会 （UNICEF） 和世界银行的数据的“了解童工项目”",
"SL.TLF.0714.SW.FE.TM","","","",
"SL.TLF.0714.SW.FE.ZS","从事经济活动的女童，工学兼顾（占 7-14 岁从事经济活动女童的百分比）","从事经济活动的儿童指在调查期间的参照周内从事了至少一小时经济活动的儿童。工学兼顾指儿童在上学的同时兼顾经济活动。","基于国际劳工组织 (ILO)、联合国儿童基金会 （UNICEF） 和世界银行的数据的“了解童工项目”",
"SL.TLF.0714.SW.MA.TM","","","",
"SL.TLF.0714.SW.MA.ZS","从事经济活动的男童，工学兼顾（占 7-14 岁从事经济活动男童的百分比）","从事经济活动的儿童指在调查期间的参照周内从事了至少一小时经济活动的儿童。工学兼顾指儿童在上学的同时兼顾经济活动。","基于国际劳工组织 (ILO)、联合国儿童基金会 （UNICEF） 和世界银行的数据的“了解童工项目”",
"SL.TLF.0714.SW.TM","","","",
"SL.TLF.0714.SW.ZS","从事经济活动的儿童，工学兼顾（占 7-14 岁参与经济活动儿童的比例）","从事经济活动的儿童指在调查期间的参照周内从事了至少一小时经济活动的儿童。工学兼顾指儿童在上学的同时兼顾经济活动。","基于国际劳工组织 (ILO)、联合国儿童基金会 （UNICEF） 和世界银行的数据的“了解童工项目”",
"SL.TLF.0714.WK.FE.TM","","","",
"SL.TLF.0714.WK.FE.ZS","从事经济活动的女童，只工作（占 7-14 岁从事经济活动女童的百分比）","从事经济活动的儿童指在调查期间的参照周内从事了至少一小时经济活动的儿童。只工作指儿童参与经济活动而不上学。","基于国际劳工组织 (ILO)、联合国儿童基金会 （UNICEF） 和世界银行的数据的“了解童工项目”",
"SL.TLF.0714.WK.MA.TM","","","",
"SL.TLF.0714.WK.MA.ZS","从事经济活动的男童，只工作（占 7-14 岁从事经济活动男童的百分比）","从事经济活动的儿童指在调查期间的参照周内从事了至少一小时经济活动的儿童。只工作指儿童参与经济活动而不上学。","基于国际劳工组织 (ILO)、联合国儿童基金会 （UNICEF） 和世界银行的数据的“了解童工项目”",
"SL.TLF.0714.WK.TM","","","",
"SL.TLF.0714.WK.ZS","从事经济活动的儿童，只工作（占 7-14 岁从事经济活动儿童的百分比）","从事经济活动的儿童指在调查期间的参照周内从事了至少一小时经济活动的儿童。只工作指儿童参与经济活动而不上学。","基于国际劳工组织 (ILO)、联合国儿童基金会 （UNICEF） 和世界银行的数据的“了解童工项目”",
"SL.TLF.0714.ZS","从事经济活动的儿童总计（占 7-14 岁儿童的百分比）","从事经济活动的儿童指在调查期间的参照周内从事了至少一小时经济活动的儿童。","基于国际劳工组织 (ILO)、联合国儿童基金会 （UNICEF） 和世界银行的数据的“了解童工项目”",
"SL.TLF.ACTI.1524.FE.NE.ZS","","","",
"SL.TLF.ACTI.1524.FE.ZS","劳动力参与率，女性（占 15-24 岁女性人口的百分比）（模拟劳工组织估计）","劳动力参与率，女性（占 15-24 岁女性人口的百分比）","国际劳工组织的劳动力市场主要指标数据库。",
"SL.TLF.ACTI.1524.MA.NE.ZS","","","",
"SL.TLF.ACTI.1524.MA.ZS","劳动力参与率，男性（占 15-24 岁男性人口的百分比）（模拟劳工组织估计）","劳动力参与率，男性（占 15-24 岁男性人口的百分比）","国际劳工组织的劳动力市场主要指标数据库。",
"SL.TLF.ACTI.1524.NE.ZS","","","",
"SL.TLF.ACTI.1524.ZS","15-24岁人口的劳动力参与率，总量（%）（模拟劳工组织估计）","15-24岁人口的劳动力参与率是指15-24岁之间积极参与经济活动的人群数量 ：在规定时间内为生产商品或提供服务而付出劳动的全体人群。","国际劳动组织，劳动力市场主要指标数据库",
"SL.TLF.ACTI.FE.ZS","劳动力参与率，女性（占 15-64 岁女性人口的百分比）（模拟劳工组织估计）","劳动力参与率，女性（占 15-64 岁女性人口的百分比）","国际劳工组织的劳动力市场主要指标数据库。",
"SL.TLF.ACTI.MA.ZS","劳动力参与率，男性（占 15-64 岁男性人口的百分比）（模拟劳工组织估计）","劳动力参与率，男性（占 15-64 岁男性人口的百分比）","国际劳工组织的劳动力市场主要指标数据库。",
"SL.TLF.ACTI.ZS","劳动力参与率，总数（占 15-64 岁总人口的百分比）（模拟劳工组织估计）","劳动力参与率是指年龄在 15 岁-64 岁的人口中从事经济活动的人口比率： 所有在特定阶段为货物和服务的生产提供劳力的人员。","国际劳工组织的劳动力市场主要指标数据库。",
"SL.TLF.CACT.FE.NE.ZS","","","",
"SL.TLF.CACT.FE.ZS","劳动力参与率，女性（占 15 岁以上女性人口的百分比）（模拟劳工组织估计）","劳动力参与率是指年龄在 15 岁及 15 岁以上的人口中从事经济活动的人口比率： 所有在特定阶段为货物和服务的生产提供劳力的人员。","国际劳工组织的劳动力市场主要指标数据库。",
"SL.TLF.CACT.FM.NE.ZS","","","",
"SL.TLF.CACT.FM.ZS","劳动参与率的男女比率（%）（模拟劳工组织估计）","劳动力参与率是指15岁及15岁以上经济上活跃人口的比例：所有在特定时期为生产货物和服务提供劳动力的人。","国际劳工组织劳动力市场主要指标",
"SL.TLF.CACT.MA.NE.ZS","","","",
"SL.TLF.CACT.MA.ZS","劳动力参与率，男性（占 15 岁以上男性人口的百分比）（模拟劳工组织估计）","劳动力参与率是指年龄在 15 岁及 15 岁以上的人口中从事经济活动的人口比率： 所有在特定阶段为货物和服务的生产提供劳力的人员。","国际劳工组织的劳动力市场主要指标数据库。",
"SL.TLF.CACT.NE.ZS","","","",
"SL.TLF.CACT.ZS","劳动力参与率，总数（占 15 岁以上总人口的百分比）（模拟劳工组织估计）","劳动力参与率是指年龄在 15 岁及 15 岁以上的人口中从事经济活动的人口比率： 所有在特定阶段为货物和服务的生产提供劳力的人员。","国际劳工组织的劳动力市场主要指标数据库。",
"SL.TLF.PART.FE.ZS","非全日制就业，女性（占女性就业总数的比例）","非全日制就业是指其正常工作时间少于正常工作时间的正规就业。非全日制就业的定义因国家而异。","国际劳工组织劳动市场数据库的关键指标。",
"SL.TLF.PART.MA.ZS","非全日制就业，男性（占男性就业总数的比例）","非全日制就业是指其正常工作时间少于正常工作时间的正规就业。非全日制就业的定义因国家而异。","国际劳工组织劳动市场数据库的关键指标。",
"SL.TLF.PART.TL.FE.ZS","非全日制就业，女性（占非全日制就业总数的比例）","非全日制就业是指其正常工作时间少于正常工作时间的正规就业。非全日制就业的定义因国家而异。","国际劳工组织劳动市场数据库的关键指标。",
